The Book of Mormon ||| El Libro de Mormón
4 Behold , thousands of them do rejoice , and have been brought into the fold of God . ||| 4 He aquí , miles de ellos se regocijan , y han sido traídos al redil de Dios .
5 Behold , the field was ripe , and blessed are ye , for ye did thrust in the sickle , and did reap with your might , yea , all the day long did ye labor ; and behold the number of your sheaves ! And they shall be gathered into the garners , that they are not wasted . ||| 5 He aquí , el campo estaba maduro , y benditos sois vosotros , porque metisteis la hoz y segasteis con vuestro poder ; sí , trabajasteis todo el día ; ¡ y he aquí el número de vuestras gavillas ! Y serán recogidas en los graneros para que no se desperdicien .
6 Yea , they shall not be beaten down by the storm at the last day ; yea , neither shall they be harrowed up by the whirlwinds ; but when the storm cometh they shall be gathered together in their place , that the storm cannot penetrate to them ; yea , neither shall they be driven with fierce winds whithersoever the enemy listeth to carry them . ||| 6 Sí , las tormentas no las abatirán en el postrer día ; sí , ni serán perturbadas por los torbellinos ; mas cuando venga la tempestad , serán reunidas en su lugar para que la tempestad no penetre hasta donde estén ; sí , ni serán impelidas por los fuertes vientos a donde el enemigo quiera llevarlas .
7 But behold , they are in the hands of the Lord of the harvest , and they are his ; and he will raise them up at the last day . ||| 7 Mas he aquí , se hallan en manos del Señor de la cosecha , y son suyas , y las levantará en el postrer día .
8 Blessed be the name of our God ; let us sing to his praise , yea , let us give thanks to his holy name , for he doth work righteousness forever . ||| 8 ¡ Bendito sea el nombre de nuestro Dios ! ¡ Cantémosle loor ; sí , demos gracias a su santo nombre , porque él obra rectitud para siempre !
9 For if we had not come up out of the land of Zarahemla , these our dearly beloved brethren , who have so dearly beloved us , would still have been racked with hatred against us , yea , and they would also have been strangers to God . ||| 9 Porque si no hubiésemos subido desde la tierra de Zarahemla , estos , nuestros carísimos y amados hermanos que tanto nos han amado , aún se hallarían atormentados por su odio contra nosotros , sí , y habrían sido también extranjeros para con Dios .
10 And it came to pass that when Ammon had said these words , his brother Aaron rebuked him , saying : Ammon , I fear that thy joy doth carry thee away unto boasting . ||| 10 Y aconteció que cuando Ammón hubo dicho estas palabras , lo reprendió su hermano Aarón , diciendo : Ammón , temo que tu gozo te conduzca a la jactancia .
11 But Ammon said unto him : I do not boast in my own strength , nor in my own wisdom ; but behold , my joy is full , yea , my heart is brim with joy , and I will rejoice in my God . ||| 11 Pero Ammón le dijo : No me jacto de mi propia fuerza ni en mi propia sabiduría , mas he aquí , mi gozo es completo ; sí , mi corazón rebosa de gozo , y me regocijaré en mi Dios .
12 Yea , I know that I am nothing ; as to my strength I am weak ; therefore I will not boast of myself , but I will boast of my God , for in his strength I can do all things ; yea , behold , many mighty miracles we have wrought in this land , for which we will praise his name forever . ||| 12 Sí , yo sé que nada soy ; en cuanto a mi fuerza , soy débil ; por tanto , no me jactaré de mí mismo , sino que me gloriaré en mi Dios , porque con su fuerza puedo hacer todas las cosas ; sí , he aquí que hemos obrado muchos grandes milagros en esta tierra , por los cuales alabaremos su nombre para siempre jamás .
13 Behold , how many thousands of our brethren has he loosed from the pains of hell ; and they are brought to sing redeeming love , and this because of the power of his word which is in us , therefore have we not great reason to rejoice ? ||| 13 He aquí , a cuántos miles de nuestros hermanos ha librado él de los tormentos del infierno , y se sienten movidos a cantar del amor redentor ; y esto por el poder de su palabra que está en nosotros ; por consiguiente , ¿ no tenemos mucha razón para regocijarnos ?
14 Yea , we have reason to praise him forever , for he is the Most High God , and has loosed our brethren from the chains of hell . ||| 14 Sí , tenemos razón de alabarlo para siempre , porque es el Más Alto Dios , y ha soltado a nuestros hermanos de las cadenas del infierno .
15 Yea , they were encircled about with everlasting darkness and destruction ; but behold , he has brought them into his everlasting light , yea , into everlasting salvation ; and they are encircled about with the matchless bounty of his love ; yea , and we have been instruments in his hands of doing this great and marvelous work . ||| 15 Sí , se hallaban rodeados de eternas tinieblas y destrucción ; mas he aquí , él los ha traído a su luz eterna ; sí , a eterna salvación ; y los circunda la incomparable munificencia de su amor ; sí , y hemos sido instrumentos en sus manos para realizar esta grande y maravillosa obra .
16 Therefore , let us glory , yea , we will glory in the Lord ; yea , we will rejoice , for our joy is full ; yea , we will praise our God forever . Behold , who can glory too much in the Lord ? Yea , who can say too much of his great power , and of his mercy , and of his long - suffering towards the children of men ? Behold , I say unto you , I cannot say the smallest part which I feel . ||| 16 Por lo tanto , gloriémonos ; sí , nos gloriaremos en el Señor ; sí , nos regocijaremos porque es completo nuestro gozo ; sí , alabaremos a nuestro Dios para siempre . He aquí , ¿ quién puede gloriarse demasiado en el Señor ? Sí , ¿ y quién podrá decir demasiado de su gran poder , y de su misericordia y de su longanimidad para con los hijos de los hombres ? He aquí , os digo que no puedo expresar ni la más mínima parte de lo que siento .
17 Who could have supposed that our God would have been so merciful as to have snatched us from our awful , sinful , and polluted state ? ||| 17 ¿ Quién se hubiera imaginado que nuestro Dios fuera tan misericordioso como para sacarnos de nuestro estado terrible , pecaminoso y corrompido ?
18 Behold , we went forth even in wrath , with mighty threatenings to destroy his church . ||| 18 He aquí , salimos aun con ira , con potentes amenazas , para destruir su iglesia .
19 Oh then , why did he not consign us to an awful destruction , yea , why did he not let the sword of his justice fall upon us , and doom us to eternal despair ? ||| 19 ¿ Por qué , entonces , no nos entregó a una terrible destrucción ? Sí , ¿ por qué no dejó caer la espada de su justicia sobre nosotros y nos condenó a la desesperación eterna ?
20 Oh , my soul , almost as it were , fleeth at the thought . Behold , he did not exercise his justice upon us , but in his great mercy hath brought us over that everlasting gulf of death and misery , even to the salvation of our souls . ||| 20 ¡ Oh , casi se me va el alma , por así decirlo , cuando pienso en ello ! He aquí , él no ejerció su justicia sobre nosotros , sino que en su gran misericordia nos ha hecho salvar ese sempiterno abismo de muerte y de miseria , para la salvación de nuestras almas .
21 And now behold , my brethren , what natural man is there that knoweth these things ? I say unto you , there is none that knoweth these things , save it be the penitent . ||| 21 Y he aquí , hermanos míos , ¿ qué hombre natural hay que conozca estas cosas ? Os digo que no hay quien conozca estas cosas sino el compungido .
22 Yea , he that repenteth and exerciseth faith , and bringeth forth good works , and prayeth continually without ceasing — unto such it is given to know the mysteries of God ; yea , unto such it shall be given to reveal things which never have been revealed ; yea , and it shall be given unto such to bring thousands of souls to repentance , even as it has been given unto us to bring these our brethren to repentance . ||| 22 Sí , al que se arrepiente y ejerce la fe y produce buenas obras y ora continuamente sin cesar , a este le es permitido conocer los misterios de Dios ; sí , a este le será permitido revelar cosas que nunca han sido reveladas ; sí , y a este le será concedido llevar a miles de almas al arrepentimiento , así como a nosotros se nos ha permitido traer a estos nuestros hermanos al arrepentimiento .
23 Now do ye remember , my brethren , that we said unto our brethren in the land of Zarahemla , we go up to the land of Nephi , to preach unto our brethren , the Lamanites , and they laughed us to scorn ? ||| 23 ¿ No os acordáis , hermanos míos , que dijimos a nuestros hermanos en la tierra de Zarahemla que subíamos a la tierra de Nefi para predicar a nuestros hermanos los lamanitas , y que se burlaron de nosotros ?
24 For they said unto us : Do ye suppose that ye can bring the Lamanites to the knowledge of the truth ? Do ye suppose that ye can convince the Lamanites of the incorrectness of the traditions of their fathers , as stiffnecked a people as they are ; whose hearts delight in the shedding of blood ; whose days have been spent in the grossest iniquity ; whose ways have been the ways of a transgressor from the beginning ? Now my brethren , ye remember that this was their language . ||| 24 Pues nos dijeron : ¿ Suponéis que podéis traer a los lamanitas al conocimiento de la verdad ? ¿ Suponéis que podéis convencer a los lamanitas de la incorrección de las tradiciones de sus padres , cuando son un pueblo tan obstinado , cuyo corazón se deleita en el derramamiento de sangre ; cuyos días los han pasado en la más vil iniquidad ; cuyas sendas han sido las sendas del transgresor desde el principio ? Recordaréis , hermanos míos , que así se expresaron .
25 And moreover they did say : Let us take up arms against them , that we destroy them and their iniquity out of the land , lest they overrun us and destroy us . ||| 25 Y además dijeron : Tomemos las armas contra ellos para que los destruyamos a ellos y su iniquidad de sobre la tierra , no sea que nos invadan y nos destruyan .
26 But behold , my beloved brethren , we came into the wilderness not with the intent to destroy our brethren , but with the intent that perhaps we might save some few of their souls . ||| 26 Mas he aquí , amados hermanos míos , vinimos al desierto , no con la intención de destruir a nuestros hermanos , sino con objeto de salvar , tal vez , algunas de sus almas .
27 Now when our hearts were depressed , and we were about to turn back , behold , the Lord comforted us , and said : Go amongst thy brethren , the Lamanites , and bear with patience thine afflictions , and I will give unto you success . ||| 27 Y cuando nuestros corazones se hallaban desanimados , y estábamos a punto de regresar , he aquí , el Señor nos consoló , y nos dijo : Id entre vuestros hermanos los lamanitas , y sufrid con paciencia vuestras aflicciones , y os daré el éxito .
28 And now behold , we have come , and been forth amongst them ; and we have been patient in our sufferings , and we have suffered every privation ; yea , we have traveled from house to house , relying upon the mercies of the world — not upon the mercies of the world alone but upon the mercies of God . ||| 28 Y he aquí , hemos venido y hemos estado entre ellos , y hemos sido pacientes en nuestros padecimientos , y hemos soportado todo género de privaciones ; sí , hemos viajado de casa en casa , confiando en las misericordias del mundo ; no solamente en las misericordias del mundo , sino en las de Dios .
29 And we have entered into their houses and taught them , and we have taught them in their streets ; yea , and we have taught them upon their hills ; and we have also entered into their temples and their synagogues and taught them ; and we have been cast out , and mocked , and spit upon , and smote upon our cheeks ; and we have been stoned , and taken and bound with strong cords , and cast into prison ; and through the power and wisdom of God we have been delivered again . ||| 29 Y hemos entrado en sus casas y les hemos enseñado ; y los hemos instruido en sus calles , sí , y los hemos instruido sobre sus collados ; y también hemos entrado en sus templos y sus sinagogas y les hemos enseñado ; y nos han echado fuera , y hemos sido objeto de burlas , y han escupido sobre nosotros y golpeado nuestras mejillas , y hemos sido apedreados y aprehendidos y atados con fuertes cuerdas y puestos en la prisión ; y por el poder y sabiduría de Dios hemos salido libres otra vez .
30 And we have suffered all manner of afflictions , and all this , that perhaps we might be the means of saving some soul ; and we supposed that our joy would be full if perhaps we could be the means of saving some . ||| 30 Y hemos sufrido toda clase de aflicciones , y todo esto para que tal vez pudiéramos ser el medio de salvar a algún alma ; y nos imaginamos que nuestro gozo sería completo , si quizá pudiéramos ser el medio de salvar a algunos .
31 Now behold , we can look forth and see the fruits of our labors ; and are they few ? I say unto you , Nay , they are many ; yea , and we can witness of their sincerity , because of their love towards their brethren and also towards us . ||| 31 He aquí , ahora podemos extender la vista y ver los frutos de nuestra labor ; y , ¿ son pocos ? Os digo que no ; son muchos . Sí , y podemos testificar de su sinceridad , por motivo de su amor por sus hermanos y por nosotros también .
32 For behold , they had rather sacrifice their lives than even to take the life of their enemy ; and they have buried their weapons of war deep in the earth , because of their love towards their brethren . ||| 32 Porque , he aquí , prefieren sacrificar sus vidas antes que arrebatar la vida aun a su enemigo ; y han enterrado sus armas de guerra profundamente en la tierra a causa de su amor por sus hermanos .
33 And now behold I say unto you , has there been so great love in all the land ? Behold , I say unto you , Nay , there has not , even among the Nephites . ||| 33 Y he aquí , ahora os pregunto : ¿ Ha habido amor tan grande en toda la tierra ? He aquí , os digo que no , no lo ha habido , ni aun entre los nefitas .
34 For behold , they would take up arms against their brethren ; they would not suffer themselves to be slain . But behold how many of these have laid down their lives ; and we know that they have gone to their God , because of their love and of their hatred to sin . ||| 34 Porque he aquí , ellos tomarían las armas contra sus hermanos ; no se dejarían matar . Pero he aquí cuántos de estos han sacrificado sus vidas ; y sabemos que han ido a su Dios por causa de su amor y por su odio al pecado .
35 Now have we not reason to rejoice ? Yea , I say unto you , there never were men that had so great reason to rejoice as we , since the world began ; yea , and my joy is carried away , even unto boasting in my God ; for he has all power , all wisdom , and all understanding ; he comprehendeth all things , and he is a merciful Being , even unto salvation , to those who will repent and believe on his name . ||| 35 Ahora bien , ¿ no tenemos razón para regocijarnos ? Sí , os digo que desde el principio del mundo no ha habido hombres que tuviesen tan grande razón para regocijarse como nosotros la tenemos ; sí , y mi gozo se desborda , hasta el grado de gloriarme en mi Dios ; porque él tiene todo poder , toda sabiduría y todo entendimiento ; él comprende todas las cosas , y es un Ser misericordioso , aun hasta la salvación , para con aquellos que quieran arrepentirse y creer en su nombre .
36 Now if this is boasting , even so will I boast ; for this is my life and my light , my joy and my salvation , and my redemption from everlasting wo . Yea , blessed is the name of my God , who has been mindful of this people , who are a branch of the tree of Israel , and has been lost from its body in a strange land ; yea , I say , blessed be the name of my God , who has been mindful of us , wanderers in a strange land . ||| 36 Ahora bien , si esto es jactancia , así me jactaré ; porque esto es mi vida y mi luz , mi gozo y mi salvación , y mi redención de la angustia eterna . Sí , bendito sea el nombre de mi Dios que ha tenido presente a este pueblo , el cual es una rama del árbol de Israel , y se ha perdido de su tronco en una tierra extraña ; sí , digo yo , bendito sea el nombre de mi Dios que ha velado por nosotros , peregrinos en una tierra extraña .
37 Now my brethren , we see that God is mindful of every people , whatsoever land they may be in ; yea , he numbereth his people , and his bowels of mercy are over all the earth . Now this is my joy , and my great thanksgiving ; yea , and I will give thanks unto my God forever . Amen . ||| 37 Ahora bien , hermanos míos , vemos que Dios se acuerda de todo pueblo , sea cual fuere la tierra en que se hallaren ; sí , él tiene contado a su pueblo , y sus entrañas de misericordia cubren toda la tierra . Este es mi gozo y mi gran agradecimiento ; sí , y daré gracias a mi Dios para siempre . Amén .
Chapter 27 ||| Capítulo 27
The Lord commands Ammon to lead the people of Anti - Nephi - Lehi to safety — Upon meeting Alma , Ammon ’ s joy exhausts his strength — The Nephites give the Anti - Nephi - Lehies the land of Jershon — They are called the people of Ammon . About 90–77  B . C . ||| El Señor manda a Ammón que conduzca al pueblo de Anti - Nefi - Lehi a un lugar donde esté seguro  — Al encontrarse con Alma , el gozo de Ammón es tan grande que se le agotan las fuerzas  — Los nefitas ceden a sus hermanos del pueblo de Anti - Nefi - Lehi la tierra de Jersón  — Se les llama el pueblo de Ammón . Aproximadamente 90–77  a . C .
1 Now it came to pass that when those Lamanites who had gone to war against the Nephites had found , after their many struggles to destroy them , that it was in vain to seek their destruction , they returned again to the land of Nephi . ||| 1 Y aconteció que cuando aquellos lamanitas que habían ido a la guerra contra los nefitas vieron , después de sus muchos esfuerzos por destruirlos , que era en vano procurar su destrucción , se volvieron otra vez a la tierra de Nefi .
2 And it came to pass that the Amalekites , because of their loss , were exceedingly angry . And when they saw that they could not seek revenge from the Nephites , they began to stir up the people in anger against their brethren , the people of Anti - Nephi - Lehi ; therefore they began again to destroy them . ||| 2 Y sucedió que los amalekitas estaban llenos de ira a causa de sus pérdidas ; y cuando vieron que no podían vengarse de los nefitas , empezaron a agitar al pueblo a la ira en contra de sus hermanos , el pueblo de Anti - Nefi - Lehi ; por lo tanto , empezaron a destruirlos otra vez .
3 Now this people again refused to take their arms , and they suffered themselves to be slain according to the desires of their enemies . ||| 3 Y este pueblo nuevamente se negó a tomar las armas , y se dejaron matar según la voluntad de sus enemigos .
4 Now when Ammon and his brethren saw this work of destruction among those whom they so dearly beloved , and among those who had so dearly beloved them — for they were treated as though they were angels sent from God to save them from everlasting destruction — therefore , when Ammon and his brethren saw this great work of destruction , they were moved with compassion , and they said unto the king : ||| 4 Ahora bien , cuando Ammón y sus hermanos vieron esta obra de destrucción entre aquellos que tanto amaban , y entre aquellos que tanto los habían amado — porque los trataban como si fuesen ángeles enviados de Dios para salvarlos de una eterna destrucción — por tanto , cuando Ammón y sus hermanos vieron esta extensa obra de destrucción , fueron movidos a compasión y dijeron al rey :
5 Let us gather together this people of the Lord , and let us go down to the land of Zarahemla to our brethren the Nephites , and flee out of the hands of our enemies , that we be not destroyed . ||| 5 Reunamos a este pueblo del Señor y descendamos a la tierra de Zarahemla , a nuestros hermanos los nefitas , y huyamos de las manos de nuestros enemigos para que no seamos destruidos .
6 But the king said unto them : Behold , the Nephites will destroy us , because of the many murders and sins we have committed against them . ||| 6 Mas les dijo el rey : He aquí , los nefitas nos destruirán a causa de los muchos asesinatos y pecados que contra ellos hemos cometido .
7 And Ammon said : I will go and inquire of the Lord , and if he say unto us , go down unto our brethren , will ye go ? ||| 7 Y dijo Ammón : Iré y preguntaré al Señor , y si él nos dice que vayamos a nuestros hermanos , ¿ iréis vosotros ?
8 And the king said unto him : Yea , if the Lord saith unto us go , we will go down unto our brethren , and we will be their slaves until we repair unto them the many murders and sins which we have committed against them . ||| 8 Y le dijo el rey : Sí , si el Señor nos dice que vayamos , iremos a nuestros hermanos y seremos sus esclavos hasta compensarlos por los muchos asesinatos y pecados que hemos cometido en contra de ellos .
9 But Ammon said unto him : It is against the law of our brethren , which was established by my father , that there should be any slaves among them ; therefore let us go down and rely upon the mercies of our brethren . ||| 9 Mas le dijo Ammón : Es contra la ley de nuestros hermanos , que fue establecida por mi padre , que haya esclavos entre ellos ; por tanto , descendamos y confiemos en la misericordia de nuestros hermanos .
10 But the king said unto him : Inquire of the Lord , and if he saith unto us go , we will go ; otherwise we will perish in the land . ||| 10 Mas el rey le dijo : Pregunta al Señor ; y si él nos dice que vayamos , iremos ; de otro modo , pereceremos en la tierra .
11 And it came to pass that Ammon went and inquired of the Lord , and the Lord said unto him : ||| 11 Y aconteció que Ammón fue y preguntó al Señor , y el Señor le dijo :
12 Get this people out of this land , that they perish not ; for Satan has great hold on the hearts of the Amalekites , who do stir up the Lamanites to anger against their brethren to slay them ; therefore get thee out of this land ; and blessed are this people in this generation , for I will preserve them . ||| 12 Saca a este pueblo de esta tierra para que no perezca ; pues Satanás tiene fuertemente asido el corazón de los amalekitas , quienes incitan a los lamanitas a la ira en contra de sus hermanos , para que los maten ; por tanto , sal de esta tierra ; y benditos son los de este pueblo en esta generación , porque los preservaré .
13 And now it came to pass that Ammon went and told the king all the words which the Lord had said unto him . ||| 13 Y sucedió que Ammón fue y le declaró al rey todas las palabras que el Señor le había dicho .
14 And they gathered together all their people , yea , all the people of the Lord , and did gather together all their flocks and herds , and departed out of the land , and came into the wilderness which divided the land of Nephi from the land of Zarahemla , and came over near the borders of the land . ||| 14 Y reunieron a toda su gente , sí , a todo el pueblo del Señor ; y juntaron todos sus rebaños y hatos , y salieron de la tierra , y llegaron al desierto que dividía la tierra de Nefi de la de Zarahemla , y llegaron cerca de las fronteras de la tierra .
15 And it came to pass that Ammon said unto them : Behold , I and my brethren will go forth into the land of Zarahemla , and ye shall remain here until we return ; and we will try the hearts of our brethren , whether they will that ye shall come into their land . ||| 15 Y aconteció que Ammón les dijo : He aquí , yo y mis hermanos iremos a la tierra de Zarahemla , y vosotros os quedaréis aquí hasta que volvamos ; y probaremos el corazón de nuestros hermanos para ver si quieren que entréis en su tierra .
16 And it came to pass that as Ammon was going forth into the land , that he and his brethren met Alma , over in the place of which has been spoken ; and behold , this was a joyful meeting . ||| 16 Y mientras Ammón viajaba por la tierra , sucedió que él y sus hermanos se encontraron con Alma en el lugar de que se ha hablado ; y he aquí , fue un encuentro gozoso .
17 Now the joy of Ammon was so great even that he was full ; yea , he was swallowed up in the joy of his God , even to the exhausting of his strength ; and he fell again to the earth . ||| 17 Y tan grande fue el gozo de Ammón que lo colmó ; sí , se extasió en el gozo de su Dios , al grado de que se le agotaron las fuerzas ; y cayó a tierra otra vez .
18 Now was not this exceeding joy ? Behold , this is joy which none receiveth save it be the truly penitent and humble seeker of happiness . ||| 18 ¿ Y no fue este un gozo inmenso ? He aquí , este es un gozo que nadie recibe sino el que verdaderamente se arrepiente y humildemente busca la felicidad .
19 Now the joy of Alma in meeting his brethren was truly great , and also the joy of Aaron , of Omner , and Himni ; but behold their joy was not that to exceed their strength . ||| 19 Y el gozo de Alma , al encontrar a sus hermanos , fue verdaderamente grande , como también el gozo de Aarón , de Omner y de Himni ; mas he aquí que su gozo no sobrepujó a sus fuerzas .
20 And now it came to pass that Alma conducted his brethren back to the land of Zarahemla ; even to his own house . And they went and told the chief judge all the things that had happened unto them in the land of Nephi , among their brethren , the Lamanites . ||| 20 Y sucedió , entonces , que Alma condujo a sus hermanos de regreso a la tierra de Zarahemla , aun hasta su propia casa . Y fueron y relataron al juez superior todo cuanto les había acontecido en la tierra de Nefi , entre sus hermanos los lamanitas .
21 And it came to pass that the chief judge sent a proclamation throughout all the land , desiring the voice of the people concerning the admitting their brethren , who were the people of Anti - Nephi - Lehi . ||| 21 Y aconteció que el juez superior envió una proclamación por todo el país , en la que deseaba saber la voz del pueblo respecto a la admisión de sus hermanos , que eran el pueblo de Anti - Nefi - Lehi .
22 And it came to pass that the voice of the people came , saying : Behold , we will give up the land of Jershon , which is on the east by the sea , which joins the land Bountiful , which is on the south of the land Bountiful ; and this land Jershon is the land which we will give unto our brethren for an inheritance . ||| 22 Y sucedió que vino la voz del pueblo diciendo : He aquí , cederemos la tierra de Jersón , que se halla al este junto al mar , y colinda con la tierra de Abundancia , y queda al sur de la tierra de Abundancia ; y esta tierra de Jersón es la que daremos a nuestros hermanos por herencia .
23 And behold , we will set our armies between the land Jershon and the land Nephi , that we may protect our brethren in the land Jershon ; and this we do for our brethren , on account of their fear to take up arms against their brethren lest they should commit sin ; and this their great fear came because of their sore repentance which they had , on account of their many murders and their awful wickedness . ||| 23 Y he aquí , colocaremos a nuestros ejércitos entre la tierra de Jersón y la tierra de Nefi para proteger a nuestros hermanos en la tierra de Jersón ; y hacemos esto por nuestros hermanos a causa de su temor a empuñar las armas en contra de sus hermanos , no sea que cometan pecado ; y este gran temor suyo provino a causa del profundo arrepentimiento habido en ellos por motivo de sus muchos asesinatos y su terrible iniquidad .
24 And now behold , this will we do unto our brethren , that they may inherit the land Jershon ; and we will guard them from their enemies with our armies , on condition that they will give us a portion of their substance to assist us that we may maintain our armies . ||| 24 Y he aquí , haremos esto por nuestros hermanos , para que hereden la tierra de Jersón ; y los protegeremos de sus enemigos con nuestros ejércitos , con la condición de que nos den una parte de sus bienes para ayudarnos , a fin de sostener nuestros ejércitos .
25 Now , it came to pass that when Ammon had heard this , he returned to the people of Anti - Nephi - Lehi , and also Alma with him , into the wilderness , where they had pitched their tents , and made known unto them all these things . And Alma also related unto them his conversion , with Ammon and Aaron , and his brethren . ||| 25 Y aconteció que cuando Ammón hubo oído esto , se volvió , y también Alma con él , al pueblo de Anti - Nefi - Lehi en el desierto , donde habían plantado sus tiendas , y les hizo saber todas estas cosas . Y Alma también les relató su conversión , con Ammón , Aarón y sus hermanos .
26 And it came to pass that it did cause great joy among them . And they went down into the land of Jershon , and took possession of the land of Jershon ; and they were called by the Nephites the people of Ammon ; therefore they were distinguished by that name ever after . ||| 26 Y sucedió que causó un gozo inmenso entre ellos . Y descendieron a la tierra de Jersón , y tomaron posesión de esa tierra ; y los nefitas los llamaron el pueblo de Ammón ; por tanto , se distinguieron por ese nombre de allí en adelante .
27 And they were among the people of Nephi , and also numbered among the people who were of the church of God . And they were also distinguished for their zeal towards God , and also towards men ; for they were perfectly honest and upright in all things ; and they were firm in the faith of Christ , even unto the end . ||| 27 Y se hallaban entre el pueblo de Nefi , y también eran contados entre el pueblo que era de la iglesia de Dios . Y se distinguían por su celo para con Dios , y también para con los hombres ; pues eran completamente honrados y rectos en todas las cosas ; y eran firmes en la fe de Cristo , aun hasta el fin .
28 And they did look upon shedding the blood of their brethren with the greatest abhorrence ; and they never could be prevailed upon to take up arms against their brethren ; and they never did look upon death with any degree of terror , for their hope and views of Christ and the resurrection ; therefore , death was swallowed up to them by the victory of Christ over it . ||| 28 Y miraban con el mayor horror el derramar la sangre de sus hermanos ; y nunca se les pudo inducir a tomar las armas contra sus hermanos ; y no veían la muerte con ningún grado de terror , a causa de su esperanza y conceptos de Cristo y la resurrección ; por tanto , para ellos la muerte era consumida por la victoria de Cristo sobre ella .
29 Therefore , they would suffer death in the most aggravating and distressing manner which could be inflicted by their brethren , before they would take the sword or cimeter to smite them . ||| 29 Por consiguiente , padecían la muerte más terrible y afrentosa que sus hermanos pudieran infligirles , antes que tomar la espada o la cimitarra para herirlos .
30 And thus they were a zealous and beloved people , a highly favored people of the Lord . ||| 30 De modo que eran un pueblo celoso y amado , un pueblo altamente favorecido del Señor .
Chapter 28 ||| Capítulo 28
The Lamanites are defeated in a tremendous battle — Tens of thousands are slain — The wicked are consigned to a state of endless woe ; the righteous attain a never - ending happiness . About 77–76  B . C . ||| Los lamanitas son derrotados en una batalla tremenda  — Decenas de millares mueren  — Los malos son condenados a un estado de angustia interminable ; los justos logran una felicidad perpetua . Aproximadamente 77–76  a . C .
1 And now it came to pass that after the people of Ammon were established in the land of Jershon , and a church also established in the land of Jershon , and the armies of the Nephites were set round about the land of Jershon , yea , in all the borders round about the land of Zarahemla ; behold the armies of the Lamanites had followed their brethren into the wilderness . ||| 1 Y aconteció que después que el pueblo de Ammón quedó establecido en la tierra de Jersón , y se hubo organizado también una iglesia en la tierra de Jersón , y los ejércitos de los nefitas fueron colocados alrededor de la tierra de Jersón , sí , por todas las fronteras que circundaban la tierra de Zarahemla , he aquí , los ejércitos de los lamanitas habían seguido a sus hermanos al desierto .
2 And thus there was a tremendous battle ; yea , even such an one as never had been known among all the people in the land from the time Lehi left Jerusalem ; yea , and tens of thousands of the Lamanites were slain and scattered abroad . ||| 2 De modo que se libró una batalla tremenda ; sí , como nunca se había conocido entre todos los habitantes de la tierra , desde el día en que Lehi salió de Jerusalén ; sí , y decenas de millares de los lamanitas fueron muertos y esparcidos .
3 Yea , and also there was a tremendous slaughter among the people of Nephi ; nevertheless , the Lamanites were driven and scattered , and the people of Nephi returned again to their land . ||| 3 Sí , y también hubo una matanza tremenda entre el pueblo de Nefi ; sin embargo , los lamanitas fueron rechazados y dispersados , y el pueblo de Nefi volvió otra vez a su tierra .
4 And now this was a time that there was a great mourning and lamentation heard throughout all the land , among all the people of Nephi — ||| 4 Y fue un tiempo en que se oyó gran llanto y lamentación por toda la tierra , entre todo el pueblo de Nefi ;
5 Yea , the cry of widows mourning for their husbands , and also of fathers mourning for their sons , and the daughter for the brother , yea , the brother for the father ; and thus the cry of mourning was heard among all of them , mourning for their kindred who had been slain . ||| 5 sí , el lamento de las viudas llorando por sus maridos , y de los padres llorando por sus hijos , y la hija por el hermano , sí , y el hermano por el padre ; de modo que el grito de angustia se oía entre todos ellos , llorando por sus parientes que habían perecido .
6 And now surely this was a sorrowful day ; yea , a time of solemnity , and a time of much fasting and prayer . ||| 6 Y ciertamente fue un día lúgubre ; sí , un tiempo de solemnidad , y un tiempo de mucho ayuno y oración .
7 And thus endeth the fifteenth year of the reign of the judges over the people of Nephi ; ||| 7 Y así termina el año decimoquinto del gobierno de los jueces sobre el pueblo de Nefi ;
8 And this is the account of Ammon and his brethren , their journeyings in the land of Nephi , their sufferings in the land , their sorrows , and their afflictions , and their incomprehensible joy , and the reception and safety of the brethren in the land of Jershon . And now may the Lord , the Redeemer of all men , bless their souls forever . ||| 8 y este es el relato de Ammón y sus hermanos , sus jornadas en la tierra de Nefi , sus padecimientos en la tierra , sus congojas y sus aflicciones , su incomprensible gozo , y la acogida y seguridad de los hermanos en la tierra de Jersón . Y el Señor , el Redentor de todos los hombres , bendiga sus almas para siempre .
9 And this is the account of the wars and contentions among the Nephites , and also the wars between the Nephites and the Lamanites ; and the fifteenth year of the reign of the judges is ended . ||| 9 Y esta es la narración de las guerras y contenciones entre los nefitas , y también de las guerras entre los nefitas y lamanitas ; y el año decimoquinto del gobierno de los jueces ha concluido .
10 And from the first year to the fifteenth has brought to pass the destruction of many thousand lives ; yea , it has brought to pass an awful scene of bloodshed . ||| 10 Y desde el año primero al decimoquinto , se ha consumado la destrucción de muchos miles de vidas ; sí , se ha desarrollado una escena terrible de efusión de sangre .
11 And the bodies of many thousands are laid low in the earth , while the bodies of many thousands are moldering in heaps upon the face of the earth ; yea , and many thousands are mourning for the loss of their kindred , because they have reason to fear , according to the promises of the Lord , that they are consigned to a state of endless wo . ||| 11 Y los cuerpos de muchos miles yacen bajo la tierra , mientras que los cuerpos de muchos miles están consumiéndose en montones sobre la superficie de la tierra ; sí , y muchos miles lloran por la pérdida de sus parientes , porque tienen motivo para temer , según las promesas del Señor , que sean condenados a un estado de angustia interminable .
